customer_city,customer_state,total_orders,delivered_orders,cancelled_orders,total_spent,average_order_value,maximum_order_value,minimum_order_value,average_payment_installments,preferred_payment_type,total_items_purchased,unique_products,unique_categories,favorite_category,average_items_per_order,average_review_score,average_delivery_days,average_delivery_delay,on_time_delivery_rate,delayed_delivery_rate,customer_tenure_days,purchase_frequency,average_purchase_gap,spending_intensity,repeat_customer,cancel_rate,one_time_buyer,high_spender,delivery_delay_category,churn_flag,predicted_churn,churn_probability,risk_segment
uberaba,MG,1,1,0,125.44,125.44,125.44,125.44,5.0,credit_card,1.0,1.0,1.0,relogios_presentes,1.0,5.0,6.0,-10.0,1.0,0.0,0,1.0,0.0,125.44,0,0.0,1,1,Slightly Early,0,0,0.22597486,Low Risk
jandira,SP,2,2,0,137.54,68.77,103.55,33.99,1.0,boleto,2.0,2.0,1.0,cama_mesa_banho,1.0,5.0,2.5,-15.0,1.0,0.0,0,2.0,0.0,68.77,1,0.0,0,1,Slightly Early,1,1,0.76909375,High Risk
rio de janeiro,RJ,1,1,0,227.27,227.27,227.27,227.27,2.0,credit_card,1.0,1.0,1.0,cama_mesa_banho,1.0,4.0,18.0,-8.0,1.0,0.0,0,1.0,0.0,227.27,0,0.0,1,1,On Time,1,1,0.9035153,High Risk
brasilia,DF,1,1,0,108.46,108.46,108.46,108.46,8.0,credit_card,1.0,1.0,1.0,casa_conforto,1.0,1.0,13.0,-14.0,1.0,0.0,0,1.0,0.0,108.46,0,0.0,1,1,Slightly Early,1,1,0.84224826,High Risk
rio de janeiro,RJ,1,1,0,30.54,30.54,30.54,30.54,1.0,boleto,1.0,1.0,1.0,consoles_games,1.0,5.0,10.0,-10.0,1.0,0.0,0,1.0,0.0,30.54,0,0.0,1,0,Slightly Early,1,1,0.90847,High Risk
fortaleza,CE,1,1,0,63.53,63.53,63.53,63.53,1.0,credit_card,1.0,1.0,1.0,esporte_lazer,1.0,5.0,19.0,-9.0,1.0,0.0,0,1.0,0.0,63.53,0,0.0,1,0,On Time,1,1,0.8637469,High Risk
sao paulo,SP,1,1,0,233.55,233.55,233.55,233.55,10.0,credit_card,1.0,1.0,1.0,informatica_acessorios,1.0,5.0,7.0,-18.0,1.0,0.0,0,1.0,0.0,233.55,0,0.0,1,1,Slightly Early,1,1,0.7864733,High Risk
rio de janeiro,RJ,1,1,0,219.47,219.47,219.47,219.47,1.0,credit_card,2.0,2.0,1.0,brinquedos,2.0,5.0,3.0,-28.0,1.0,0.0,0,1.0,0.0,219.47,0,0.0,1,1,Early Delivery,1,0,0.46233153,Medium Risk
curitiba,PR,1,1,0,143.68,143.68,143.68,143.68,1.0,credit_card,1.0,1.0,1.0,informatica_acessorios,1.0,5.0,10.0,-7.0,1.0,0.0,0,1.0,0.0,143.68,0,0.0,1,1,On Time,1,1,0.5262899,Medium Risk
botucatu,SP,1,1,0,68.96,68.96,68.96,68.96,1.0,credit_card,1.0,1.0,1.0,cama_mesa_banho,1.0,5.0,7.0,-6.0,1.0,0.0,0,1.0,0.0,68.96,0,0.0,1,0,On Time,0,0,0.4237905,Medium Risk
caraguatatuba,SP,1,1,0,30.78,30.78,30.78,30.78,1.0,credit_card,1.0,1.0,1.0,eletronicos,1.0,5.0,11.0,-5.0,1.0,0.0,0,1.0,0.0,30.78,0,0.0,1,0,On Time,1,1,0.75618196,High Risk
recife,PE,1,0,0,31.34,31.34,31.34,31.34,1.0,boleto,1.0,1.0,1.0,eletronicos,1.0,1.0,0.0,0.0,0.0,1.0,0,1.0,0.0,31.34,0,0.0,1,0,On Time,1,1,0.7589278,High Risk
xangri-la,RS,1,1,0,234.33,234.33,234.33,234.33,6.0,credit_card,2.0,2.0,1.0,utilidades_domesticas,2.0,5.0,9.0,-23.0,1.0,0.0,0,1.0,0.0,234.33,0,0.0,1,1,Early Delivery,1,0,0.48126903,Medium Risk
atibaia,SP,1,1,0,472.8,472.8,472.8,472.8,1.0,boleto,6.0,1.0,1.0,informatica_acessorios,6.0,1.0,16.0,2.0,0.0,1.0,0,1.0,0.0,472.8,0,0.0,1,1,Delayed,0,1,0.7716843,High Risk
serra,ES,1,1,0,175.4,175.4,175.4,175.4,8.0,credit_card,1.0,1.0,1.0,moveis_decoracao,1.0,4.0,20.0,-41.0,1.0,0.0,0,1.0,0.0,175.4,0,0.0,1,1,Early Delivery,1,1,0.706995,High Risk
bauru,SP,1,1,0,190.15,190.15,190.15,190.15,1.0,boleto,1.0,1.0,1.0,moveis_decoracao,1.0,5.0,6.0,-21.0,1.0,0.0,0,1.0,0.0,190.15,0,0.0,1,1,Early Delivery,1,1,0.59449595,Medium Risk
monte azul paulista,SP,1,1,0,293.29,146.64499999999998,243.29,50.0,5.5,credit_card,3.0,3.0,1.0,cama_mesa_banho,3.0,5.0,7.0,-10.0,1.0,0.0,0,1.0,0.0,293.29,0,0.0,1,1,Slightly Early,1,1,0.71749693,High Risk
santa luzia,MG,1,1,0,48.99,48.99,48.99,48.99,1.0,credit_card,1.0,1.0,1.0,informatica_acessorios,1.0,4.0,6.0,-9.0,1.0,0.0,0,1.0,0.0,48.99,0,0.0,1,0,On Time,1,0,0.39279336,Low Risk
sao paulo,SP,1,1,0,28.33,28.33,28.33,28.33,2.0,credit_card,1.0,1.0,1.0,utilidades_domesticas,1.0,5.0,6.0,-15.0,1.0,0.0,0,1.0,0.0,28.33,0,0.0,1,0,Slightly Early,1,1,0.7650974,High Risk
caieiras,SP,1,1,0,609.27,609.27,609.27,609.27,1.0,boleto,1.0,1.0,1.0,cool_stuff,1.0,5.0,7.0,-13.0,1.0,0.0,0,1.0,0.0,609.27,0,0.0,1,1,Slightly Early,1,1,0.86419314,High Risk
rio verde,GO,1,1,0,72.14,72.14,72.14,72.14,7.0,credit_card,1.0,1.0,1.0,relogios_presentes,1.0,4.0,18.0,-8.0,1.0,0.0,0,1.0,0.0,72.14,0,0.0,1,0,On Time,1,1,0.85102063,High Risk
sao paulo,SP,1,1,0,133.38,133.38,133.38,133.38,1.0,credit_card,1.0,1.0,1.0,brinquedos,1.0,1.0,23.0,6.0,0.0,1.0,0,1.0,0.0,133.38,0,0.0,1,1,Delayed,1,1,0.8973302,High Risk
pocos de caldas,MG,1,1,0,53.37,53.37,53.37,53.37,1.0,credit_card,1.0,1.0,1.0,brinquedos,1.0,5.0,10.0,-13.0,1.0,0.0,0,1.0,0.0,53.37,0,0.0,1,0,Slightly Early,1,1,0.8923158,High Risk
sao tiago,MG,1,1,0,72.75,72.75,72.75,72.75,3.0,credit_card,1.0,1.0,1.0,beleza_saude,1.0,1.0,12.0,-8.0,1.0,0.0,0,1.0,0.0,72.75,0,0.0,1,0,On Time,1,1,0.82489234,High Risk
sao paulo,SP,1,1,0,37.59,37.59,37.59,37.59,2.0,credit_card,1.0,1.0,1.0,moveis_decoracao,1.0,5.0,5.0,-12.0,1.0,0.0,0,1.0,0.0,37.59,0,0.0,1,0,Slightly Early,1,1,0.75605303,High Risk
franca,SP,1,1,0,163.69,163.69,163.69,163.69,8.0,credit_card,3.0,3.0,1.0,cama_mesa_banho,3.0,2.0,5.0,-13.0,1.0,0.0,0,1.0,0.0,163.69,0,0.0,1,1,Slightly Early,1,1,0.6425405,Medium Risk
uberlandia,MG,1,1,0,132.59,132.59,132.59,132.59,1.0,boleto,1.0,1.0,1.0,esporte_lazer,1.0,5.0,6.0,-21.0,1.0,0.0,0,1.0,0.0,132.59,0,0.0,1,1,Early Delivery,1,1,0.57842326,Medium Risk
aracaju,SE,1,1,0,86.06,86.06,86.06,86.06,6.0,credit_card,1.0,1.0,1.0,automotivo,1.0,5.0,12.0,-14.0,1.0,0.0,0,1.0,0.0,86.06,0,0.0,1,0,Slightly Early,0,1,0.69200873,Medium Risk
duque de caxias,RJ,1,1,0,136.21,136.21,136.21,136.21,2.0,credit_card,1.0,1.0,1.0,automotivo,1.0,5.0,6.0,-15.0,1.0,0.0,0,1.0,0.0,136.21,0,0.0,1,1,Slightly Early,1,1,0.5818555,Medium Risk
sao paulo,SP,1,1,0,85.81,85.81,85.81,85.81,1.0,boleto,1.0,1.0,1.0,relogios_presentes,1.0,4.0,4.0,-6.0,1.0,0.0,0,1.0,0.0,85.81,0,0.0,1,0,On Time,0,0,0.31781113,Low Risk
sao paulo,SP,1,1,0,198.4,198.4,198.4,198.4,3.0,credit_card,2.0,1.0,1.0,utilidades_domesticas,2.0,5.0,6.0,-14.0,1.0,0.0,0,1.0,0.0,198.4,0,0.0,1,1,Slightly Early,1,1,0.62563044,Medium Risk
rio de janeiro,RJ,1,1,0,84.14,84.14,84.14,84.14,2.0,credit_card,1.0,1.0,1.0,perfumaria,1.0,5.0,5.0,-16.0,1.0,0.0,0,1.0,0.0,84.14,0,0.0,1,0,Slightly Early,1,1,0.7976333,High Risk
florianopolis,SC,1,1,0,40.1,40.1,40.1,40.1,1.0,credit_card,1.0,1.0,1.0,informatica_acessorios,1.0,3.0,27.0,5.0,0.0,1.0,0,1.0,0.0,40.1,0,0.0,1,0,Delayed,1,1,0.9179955,High Risk
sao jose do rio preto,SP,1,1,0,164.07,164.07,164.07,164.07,2.0,credit_card,1.0,1.0,1.0,informatica_acessorios,1.0,1.0,29.0,3.0,0.0,1.0,0,1.0,0.0,164.07,0,0.0,1,1,Delayed,1,1,0.8959965,High Risk
varzea paulista,SP,1,1,0,217.37,217.37,217.37,217.37,1.0,boleto,1.0,1.0,1.0,utilidades_domesticas,1.0,1.0,7.0,-8.0,1.0,0.0,0,1.0,0.0,217.37,0,0.0,1,1,On Time,0,1,0.5369966,Medium Risk
araripina,PE,1,1,0,127.32,127.32,127.32,127.32,3.0,credit_card,1.0,1.0,1.0,cama_mesa_banho,1.0,1.0,15.0,-20.0,1.0,0.0,0,1.0,0.0,127.32,0,0.0,1,1,Early Delivery,0,1,0.8330609,High Risk
gravata,PE,1,1,0,136.08,136.08,136.08,136.08,1.0,boleto,1.0,1.0,1.0,automotivo,1.0,5.0,18.0,-10.0,1.0,0.0,0,1.0,0.0,136.08,0,0.0,1,1,Slightly Early,1,1,0.80742735,High Risk
araguari,MG,1,1,0,460.61,460.61,460.61,460.61,3.0,credit_card,1.0,1.0,1.0,beleza_saude,1.0,4.0,6.0,-13.0,1.0,0.0,0,1.0,0.0,460.61,0,0.0,1,1,Slightly Early,0,0,0.4466629,Medium Risk
teresina,PI,1,1,0,593.67,593.67,593.67,593.67,8.0,credit_card,1.0,1.0,1.0,beleza_saude,1.0,1.0,31.0,0.0,1.0,0.0,0,1.0,0.0,593.67,0,0.0,1,1,On Time,1,1,0.6500238,Medium Risk
santa barbara d'oeste,SP,1,1,0,55.95,55.95,55.95,55.95,1.0,boleto,1.0,1.0,1.0,esporte_lazer,1.0,1.0,25.0,6.0,0.0,1.0,0,1.0,0.0,55.95,0,0.0,1,0,Delayed,1,1,0.89816415,High Risk
contagem,MG,1,1,0,49.66,49.66,49.66,49.66,1.0,credit_card,1.0,1.0,1.0,informatica_acessorios,1.0,5.0,2.0,-6.0,1.0,0.0,0,1.0,0.0,49.66,0,0.0,1,0,On Time,0,0,0.12468208,Low Risk
sao paulo,SP,1,1,0,133.18,133.18,133.18,133.18,1.0,credit_card,1.0,1.0,1.0,esporte_lazer,1.0,5.0,13.0,-3.0,1.0,0.0,0,1.0,0.0,133.18,0,0.0,1,1,On Time,1,1,0.8170315,High Risk
rio de janeiro,RJ,1,1,0,109.72,109.72,109.72,109.72,2.0,credit_card,1.0,1.0,1.0,moveis_decoracao,1.0,4.0,3.0,-17.0,1.0,0.0,0,1.0,0.0,109.72,0,0.0,1,1,Slightly Early,0,1,0.76469696,High Risk
sao paulo,SP,1,1,0,19.62,19.62,19.62,19.62,1.0,credit_card,1.0,1.0,1.0,livros_interesse_geral,1.0,5.0,1.0,-13.0,1.0,0.0,0,1.0,0.0,19.62,0,0.0,1,0,Slightly Early,1,1,0.6614616,Medium Risk
caceres,MT,1,1,0,80.67,80.67,80.67,80.67,8.0,credit_card,1.0,1.0,1.0,moveis_decoracao,1.0,4.0,22.0,-10.0,1.0,0.0,0,1.0,0.0,80.67,0,0.0,1,0,Slightly Early,1,1,0.9075544,High Risk
sao paulo,SP,1,1,0,77.38,77.38,77.38,77.38,1.0,credit_card,2.0,1.0,1.0,esporte_lazer,2.0,1.0,12.0,-10.0,1.0,0.0,0,1.0,0.0,77.38,0,0.0,1,0,Slightly Early,1,1,0.9149742,High Risk
rio de janeiro,RJ,1,1,0,65.13,65.13,65.13,65.13,6.0,credit_card,1.0,1.0,1.0,utilidades_domesticas,1.0,3.0,26.0,-14.0,1.0,0.0,0,1.0,0.0,65.13,0,0.0,1,0,Slightly Early,1,1,0.8441275,High Risk
rio de janeiro,RJ,1,1,0,189.4,189.4,189.4,189.4,1.0,boleto,1.0,1.0,1.0,moveis_escritorio,1.0,5.0,32.0,-13.0,1.0,0.0,0,1.0,0.0,189.4,0,0.0,1,1,Slightly Early,1,1,0.88038707,High Risk
capitolio,MG,1,1,0,176.34,176.34,176.34,176.34,6.0,credit_card,2.0,2.0,1.0,beleza_saude,2.0,5.0,6.0,-15.0,1.0,0.0,0,1.0,0.0,176.34,0,0.0,1,1,Slightly Early,0,1,0.538062,Medium Risk
rio de janeiro,RJ,1,1,0,89.63,29.876666666666665,44.7,0.24,1.0,voucher,1.0,1.0,1.0,esporte_lazer,1.0,4.0,21.0,-8.0,1.0,0.0,0,1.0,0.0,89.63,0,0.0,1,0,On Time,1,1,0.92548215,High Risk
ipameri,GO,1,1,0,45.09,45.09,45.09,45.09,1.0,boleto,1.0,1.0,1.0,fashion_bolsas_e_acessorios,1.0,4.0,20.0,-13.0,1.0,0.0,0,1.0,0.0,45.09,0,0.0,1,0,Slightly Early,1,1,0.93135536,High Risk
sao paulo,SP,1,1,0,36.35,36.35,36.35,36.35,1.0,credit_card,1.0,1.0,1.0,consoles_games,1.0,1.0,15.0,-4.0,1.0,0.0,0,1.0,0.0,36.35,0,0.0,1,0,On Time,1,1,0.9133966,High Risk
sao paulo,SP,1,1,0,73.34,73.34,73.34,73.34,1.0,credit_card,1.0,1.0,1.0,ferramentas_jardim,1.0,5.0,10.0,-10.0,1.0,0.0,0,1.0,0.0,73.34,0,0.0,1,0,Slightly Early,1,1,0.90287966,High Risk
itajai,SC,1,1,0,927.28,927.28,927.28,927.28,8.0,credit_card,1.0,1.0,1.0,utilidades_domesticas,1.0,1.0,9.0,-17.0,1.0,0.0,0,1.0,0.0,927.28,0,0.0,1,1,Slightly Early,0,1,0.5991851,Medium Risk
betim,MG,1,1,0,63.59,63.59,63.59,63.59,6.0,credit_card,1.0,1.0,1.0,cama_mesa_banho,1.0,5.0,5.0,-7.0,1.0,0.0,0,1.0,0.0,63.59,0,0.0,1,0,On Time,0,0,0.19245636,Low Risk
sao paulo,SP,1,1,0,108.79,108.79,108.79,108.79,10.0,credit_card,1.0,1.0,1.0,brinquedos,1.0,1.0,4.0,-16.0,1.0,0.0,0,1.0,0.0,108.79,0,0.0,1,1,Slightly Early,1,1,0.8325761,High Risk
sao paulo,SP,1,1,0,100.53,100.53,100.53,100.53,3.0,credit_card,1.0,1.0,1.0,casa_conforto,1.0,2.0,22.0,4.0,0.0,1.0,0,1.0,0.0,100.53,0,0.0,1,0,Delayed,1,1,0.8165932,High Risk
belo horizonte,MG,1,1,0,48.2,48.2,48.2,48.2,1.0,credit_card,1.0,1.0,1.0,esporte_lazer,1.0,5.0,7.0,-20.0,1.0,0.0,0,1.0,0.0,48.2,0,0.0,1,0,Early Delivery,1,1,0.6132882,Medium Risk
bom despacho,MG,1,1,0,64.1,64.1,64.1,64.1,3.0,credit_card,1.0,1.0,1.0,fashion_bolsas_e_acessorios,1.0,3.0,11.0,-14.0,1.0,0.0,0,1.0,0.0,64.1,0,0.0,1,0,Slightly Early,1,1,0.9102977,High Risk
neves paulista,SP,1,1,0,83.65,83.65,83.65,83.65,1.0,credit_card,1.0,1.0,1.0,automotivo,1.0,5.0,10.0,-8.0,1.0,0.0,0,1.0,0.0,83.65,0,0.0,1,0,On Time,1,1,0.74962276,High Risk
rio de janeiro,RJ,1,1,0,70.26,70.26,70.26,70.26,1.0,credit_card,1.0,1.0,1.0,relogios_presentes,1.0,5.0,5.0,-7.0,1.0,0.0,0,1.0,0.0,70.26,0,0.0,1,0,On Time,0,0,0.34609684,Low Risk
sao bernardo do campo,SP,1,1,0,83.41,83.41,83.41,83.41,1.0,credit_card,1.0,1.0,1.0,automotivo,1.0,5.0,17.0,-8.0,1.0,0.0,0,1.0,0.0,83.41,0,0.0,1,0,On Time,1,1,0.87853324,High Risk
eneas marques,PR,1,1,0,112.02,112.02,112.02,112.02,1.0,boleto,2.0,1.0,1.0,automotivo,2.0,4.0,18.0,-4.0,1.0,0.0,0,1.0,0.0,112.02,0,0.0,1,1,On Time,1,1,0.75564086,High Risk
sao paulo,SP,1,1,0,614.45,614.45,614.45,614.45,5.0,credit_card,1.0,1.0,1.0,portateis_casa_forno_e_cafe,1.0,2.0,7.0,-11.0,1.0,0.0,0,1.0,0.0,614.45,0,0.0,1,1,Slightly Early,1,1,0.5725305,Medium Risk
belem,PA,1,1,0,148.15,148.15,148.15,148.15,1.0,boleto,1.0,1.0,1.0,automotivo,1.0,2.0,45.0,7.0,0.0,1.0,0,1.0,0.0,148.15,0,0.0,1,1,Delayed,1,1,0.87007177,High Risk
sao paulo,SP,1,1,0,35.77,35.77,35.77,35.77,1.0,debit_card,1.0,1.0,1.0,alimentos,1.0,5.0,3.0,-5.0,1.0,0.0,0,1.0,0.0,35.77,0,0.0,1,0,On Time,0,0,0.065542184,Low Risk
sao paulo,SP,1,1,0,35.95,35.95,35.95,35.95,1.0,boleto,1.0,1.0,1.0,informatica_acessorios,1.0,5.0,6.0,-8.0,1.0,0.0,0,1.0,0.0,35.95,0,0.0,1,0,On Time,0,1,0.69503635,Medium Risk
rio grande,RS,1,1,0,76.65,76.65,76.65,76.65,3.0,credit_card,1.0,1.0,1.0,beleza_saude,1.0,5.0,14.0,-22.0,1.0,0.0,0,1.0,0.0,76.65,0,0.0,1,0,Early Delivery,1,1,0.70108604,High Risk
valparaiso de goias,GO,1,1,0,290.68,290.68,290.68,290.68,1.0,boleto,2.0,1.0,1.0,informatica_acessorios,2.0,5.0,9.0,-22.0,1.0,0.0,0,1.0,0.0,290.68,0,0.0,1,1,Early Delivery,1,1,0.6819011,Medium Risk
santo andre,SP,1,0,0,254.22,254.22,254.22,254.22,1.0,credit_card,1.0,1.0,1.0,cool_stuff,1.0,1.0,0.0,0.0,0.0,1.0,0,1.0,0.0,254.22,0,0.0,1,1,On Time,1,1,0.8360712,High Risk
laranjal,MG,1,1,0,316.3,316.3,316.3,316.3,4.0,credit_card,1.0,1.0,1.0,telefonia,1.0,4.0,8.0,-18.0,1.0,0.0,0,1.0,0.0,316.3,0,0.0,1,1,Slightly Early,1,1,0.74462336,High Risk
belo horizonte,MG,1,1,0,168.33,168.33,168.33,168.33,1.0,boleto,1.0,1.0,1.0,moveis_escritorio,1.0,5.0,16.0,-19.0,1.0,0.0,0,1.0,0.0,168.33,0,0.0,1,1,Slightly Early,1,1,0.8472994,High Risk
sao paulo,SP,1,1,0,52.47,52.47,52.47,52.47,4.0,credit_card,1.0,1.0,1.0,moveis_sala,1.0,3.0,4.0,-17.0,1.0,0.0,0,1.0,0.0,52.47,0,0.0,1,0,Slightly Early,1,1,0.64824563,Medium Risk
santo angelo,RS,1,1,0,178.9,178.9,178.9,178.9,6.0,credit_card,2.0,1.0,1.0,ferramentas_jardim,2.0,1.0,12.0,-35.0,1.0,0.0,0,1.0,0.0,178.9,0,0.0,1,1,Early Delivery,0,1,0.57354295,Medium Risk
sete lagoas,MG,1,1,0,67.09,22.363333333333333,30.0,7.09,1.0,voucher,1.0,1.0,1.0,pet_shop,1.0,5.0,7.0,-20.0,1.0,0.0,0,1.0,0.0,67.09,0,0.0,1,0,Early Delivery,1,1,0.72514856,High Risk
recife,PE,1,1,0,72.67,72.67,72.67,72.67,1.0,credit_card,1.0,1.0,1.0,relogios_presentes,1.0,4.0,8.0,-23.0,1.0,0.0,0,1.0,0.0,72.67,0,0.0,1,0,Early Delivery,1,1,0.54225445,Medium Risk
sao paulo,SP,1,1,0,249.09,249.09,249.09,249.09,2.0,credit_card,1.0,1.0,1.0,relogios_presentes,1.0,3.0,7.0,-13.0,1.0,0.0,0,1.0,0.0,249.09,0,0.0,1,1,Slightly Early,0,1,0.7300757,High Risk
marilia,SP,1,1,0,57.8,57.8,57.8,57.8,5.0,credit_card,1.0,1.0,1.0,cama_mesa_banho,1.0,5.0,10.0,-13.0,1.0,0.0,0,1.0,0.0,57.8,0,0.0,1,0,Slightly Early,1,1,0.8552588,High Risk
marilia,SP,1,1,0,62.0,62.0,62.0,62.0,3.0,credit_card,1.0,1.0,1.0,relogios_presentes,1.0,4.0,4.0,-15.0,1.0,0.0,0,1.0,0.0,62.0,0,0.0,1,0,Slightly Early,0,1,0.663984,Medium Risk
rio de janeiro,RJ,2,2,0,1078.16,539.08,726.84,351.32,1.0,boleto,6.0,1.0,1.0,informatica_acessorios,3.0,2.5,18.5,0.5,0.5,0.5,119,0.02,59.5,539.08,1,0.0,0,1,Delayed,1,1,0.81372154,High Risk
bauru,SP,1,1,0,38.59,38.59,38.59,38.59,1.0,credit_card,1.0,1.0,1.0,Unknown,1.0,5.0,7.0,-18.0,1.0,0.0,0,1.0,0.0,38.59,0,0.0,1,0,Slightly Early,1,1,0.90043634,High Risk
videira,SC,1,1,0,82.92,82.92,82.92,82.92,8.0,credit_card,1.0,1.0,1.0,brinquedos,1.0,1.0,17.0,-8.0,1.0,0.0,0,1.0,0.0,82.92,0,0.0,1,0,On Time,1,1,0.93174,High Risk
botucatu,SP,1,1,0,141.72,141.72,141.72,141.72,2.0,credit_card,1.0,1.0,1.0,brinquedos,1.0,4.0,6.0,-28.0,1.0,0.0,0,1.0,0.0,141.72,0,0.0,1,1,Early Delivery,1,1,0.6454693,Medium Risk
caieiras,SP,1,1,0,117.96,117.96,117.96,117.96,1.0,boleto,1.0,1.0,1.0,beleza_saude,1.0,5.0,17.0,1.0,0.0,1.0,0,1.0,0.0,117.96,0,0.0,1,1,Delayed,0,1,0.5145171,Medium Risk
rio das pedras,SP,1,1,0,112.71,112.71,112.71,112.71,1.0,boleto,1.0,1.0,1.0,cama_mesa_banho,1.0,4.0,20.0,2.0,0.0,1.0,0,1.0,0.0,112.71,0,0.0,1,1,Delayed,1,1,0.84220386,High Risk
limeira,SP,1,1,0,32.38,32.38,32.38,32.38,1.0,credit_card,1.0,1.0,1.0,eletronicos,1.0,5.0,9.0,-21.0,1.0,0.0,0,1.0,0.0,32.38,0,0.0,1,0,Early Delivery,1,1,0.7224355,High Risk
itapevi,SP,1,1,0,48.78,48.78,48.78,48.78,1.0,credit_card,1.0,1.0,1.0,automotivo,1.0,5.0,1.0,-19.0,1.0,0.0,0,1.0,0.0,48.78,0,0.0,1,0,Slightly Early,1,1,0.588389,Medium Risk
belo horizonte,MG,1,1,0,105.47,105.47,105.47,105.47,2.0,credit_card,1.0,1.0,1.0,pet_shop,1.0,5.0,12.0,-13.0,1.0,0.0,0,1.0,0.0,105.47,0,0.0,1,0,Slightly Early,1,1,0.838034,High Risk
indaiatuba,SP,1,1,0,126.99,126.99,126.99,126.99,1.0,credit_card,3.0,1.0,1.0,moveis_decoracao,3.0,4.0,18.0,1.0,0.0,1.0,0,1.0,0.0,126.99,0,0.0,1,1,Delayed,1,1,0.7760297,High Risk
sao paulo,SP,1,1,0,176.83,176.83,176.83,176.83,3.0,credit_card,2.0,2.0,1.0,cama_mesa_banho,2.0,2.0,23.0,8.0,0.0,1.0,0,1.0,0.0,176.83,0,0.0,1,1,Delayed,1,1,0.83826596,High Risk
sao paulo,SP,1,1,0,64.49,64.49,64.49,64.49,1.0,credit_card,1.0,1.0,1.0,Unknown,1.0,1.0,12.0,-13.0,1.0,0.0,0,1.0,0.0,64.49,0,0.0,1,0,Slightly Early,0,1,0.94651645,High Risk
sao paulo,SP,1,1,0,68.19,68.19,68.19,68.19,3.0,credit_card,1.0,1.0,1.0,papelaria,1.0,5.0,1.0,-10.0,1.0,0.0,0,1.0,0.0,68.19,0,0.0,1,0,Slightly Early,0,1,0.6745932,Medium Risk
sao vicente,SP,1,1,0,76.24,76.24,76.24,76.24,3.0,credit_card,1.0,1.0,1.0,cool_stuff,1.0,4.0,6.0,-10.0,1.0,0.0,0,1.0,0.0,76.24,0,0.0,1,0,Slightly Early,1,1,0.9154714,High Risk
agudos,SP,1,1,0,140.41,140.41,140.41,140.41,2.0,credit_card,1.0,1.0,1.0,pet_shop,1.0,4.0,12.0,-12.0,1.0,0.0,0,1.0,0.0,140.41,0,0.0,1,1,Slightly Early,1,1,0.7877417,High Risk
balneario camboriu,SC,1,1,0,127.22,127.22,127.22,127.22,1.0,boleto,1.0,1.0,1.0,ferramentas_jardim,1.0,4.0,21.0,-1.0,1.0,0.0,0,1.0,0.0,127.22,0,0.0,1,1,On Time,1,1,0.8655574,High Risk
curitiba,PR,1,1,0,245.35,245.35,245.35,245.35,8.0,credit_card,1.0,1.0,1.0,malas_acessorios,1.0,5.0,7.0,-21.0,1.0,0.0,0,1.0,0.0,245.35,0,0.0,1,1,Early Delivery,1,1,0.6660597,Medium Risk
rio de janeiro,RJ,1,1,0,66.64,66.64,66.64,66.64,6.0,credit_card,1.0,1.0,1.0,ferramentas_jardim,1.0,5.0,18.0,-2.0,1.0,0.0,0,1.0,0.0,66.64,0,0.0,1,0,On Time,1,1,0.9273494,High Risk
rio de janeiro,RJ,1,0,0,783.26,783.26,783.26,783.26,6.0,credit_card,1.0,1.0,1.0,pcs,1.0,1.0,0.0,0.0,0.0,1.0,0,1.0,0.0,783.26,0,0.0,1,1,On Time,0,1,0.8411105,High Risk
igrejinha,RS,1,1,0,69.61,69.61,69.61,69.61,6.0,credit_card,1.0,1.0,1.0,bebes,1.0,5.0,12.0,-24.0,1.0,0.0,0,1.0,0.0,69.61,0,0.0,1,0,Early Delivery,1,1,0.71692723,High Risk
charrua,RS,1,0,0,53.0,53.0,53.0,53.0,2.0,credit_card,0.0,0.0,0.0,Unknown,0.0,1.0,0.0,0.0,0.0,1.0,0,1.0,0.0,53.0,0,0.0,1,0,On Time,1,1,0.93556523,High Risk
torres,RS,1,1,0,51.1,51.1,51.1,51.1,2.0,credit_card,1.0,1.0,1.0,beleza_saude,1.0,5.0,9.0,-22.0,1.0,0.0,0,1.0,0.0,51.1,0,0.0,1,0,Early Delivery,1,1,0.59559125,Medium Risk
niteroi,RJ,1,1,0,196.34,196.34,196.34,196.34,1.0,credit_card,1.0,1.0,1.0,moveis_escritorio,1.0,5.0,17.0,-20.0,1.0,0.0,0,1.0,0.0,196.34,0,0.0,1,1,Early Delivery,0,1,0.7954766,High Risk
rio de janeiro,RJ,1,1,0,114.44,114.44,114.44,114.44,2.0,credit_card,1.0,1.0,1.0,tablets_impressao_imagem,1.0,5.0,7.0,-15.0,1.0,0.0,0,1.0,0.0,114.44,0,0.0,1,1,Slightly Early,1,1,0.9004429,High Risk
bauru,SP,1,0,1,61.75,61.75,61.75,61.75,1.0,credit_card,1.0,1.0,1.0,Unknown,1.0,1.0,0.0,0.0,0.0,1.0,0,1.0,0.0,61.75,0,1.0,1,0,On Time,1,1,0.890642,High Risk
sao paulo,SP,1,1,0,96.1,96.1,96.1,96.1,2.0,credit_card,1.0,1.0,1.0,brinquedos,1.0,5.0,6.0,-16.0,1.0,0.0,0,1.0,0.0,96.1,0,0.0,1,0,Slightly Early,1,1,0.7905646,High Risk
